962,008226
963,008117
964,003076
965,000943
966,002753
967,008211
968,002895
969,008293
970,003405
971,002751
972,002822
973,003411
974,003475
975,008168
976,001000
977,003353
978,003230
979,003368
980,002815
981,008097
982,003261
983,003222
984,008091
985,003462
986,003485
987,000806
988,000992
989,003013
990,000857
991,003245
992,000855
993,003370
994,000954
995,008114
996,002778
997,003246
998,002739
999,000891
1000,003096
1001,008254
1002,002741
1003,003133
1004,003304
1005,008452
1006,002758
1007,000955
1008,003116
1009,000791
1010,002970
1011,003197
1012,003419
1013,000900
1014,001009
1015,008428
1016,003504
1017,002772
1018,002788
1019,000942
1020,000865
1021,002851
1022,000968
1023,003372
1024,008431
1025,003042
1026,003339
1027,008150
1028,003051
1029,008258
1030,000894
1031,008403
1032,008241
1033,002857
1034,000786
1035,000833
1036,002999
1037,008279
1038,003264
1039,008094
1040,003356
1041,003357
1042,003367
1043,003464
1044,008352
1045,003348
1046,008329
1047,000930
1048,002934
1049,003177
1050,008447
1051,002755
1052,002819
1053,003318
1054,003000
1055,008230
1056,002845
1057,000873
1058,008247
1059,003479
1060,000805
1061,008129
1062,008289
1063,003172
1064,003498
1065,003416
1066,003445
1067,008232
1068,008320
1069,000933
1070,008158
1071,002979
1072,002803
1073,002798
1074,002947
1075,000871
1076,008335
1077,002892
1078,002928
1079,002859
1080,002926
1081,002959
1082,008338
1083,000953
1084,002800
1085,008123
1086,003207
1087,000869
1088,003363
1089,003156
1090,003120
1091,002855
1092,008365
1093,003195
1094,008216
1095,002745
1096,003224
1097,008166
1098,003165
1099,002951
1100,002858
1101,003136
1102,002728
1103,003009
1104,000863
1105,008455
1106,000807
1107,002868
1108,008239
1109,003326
1110,008373
1111,008297
1112,000814
1113,003376
1114,003406
1115,008405
1116,003060
1117,008322
1118,002922
1119,003325
1120,003491
1121,008427
1122,002955
1123,003164
1124,003285
1125,008398
1126,002893
1127,002790
1128,008196
1129,002985
1130,003412
1131,003169
1132,000918
1133,003055
1134,000906
1135,000826
1136,008185
1137,002828
1138,000949
1139,003113
1140,003441
1141,002759
1142,008224
1143,000947
1144,002990
1145,003160
1146,003024
1147,008389
1148,003185
1149,003400
1150,002827
1151,000832
1152,000988
1153,003057
1154,002941
1155,008110
1156,008442
1157,003125
1158,003006
1159,000978
1160,002911
1161,002813
1162,002789
1163,008269
1164,003495
1165,000986
1166,000915
1167,003018
1168,003332
1169,002929
1170,003225
1171,008231
1172,003119
1173,000950
1174,008198
1175,008182
1176,002905
1177,003046
1178,000846
1179,000991
1180,000799
1181,003360
1182,003088
1183,008085
1184,008245
1185,003456
1186,002786
1187,002971
1188,003210
1189,008383
1190,000973
1191,003444
1192,003211
1193,003365
1194,003187
1195,003056
1196,003355
1197,003099
1198,003505
1199,002933
1200,003344
1201,008357
1202,003443
1203,008189
1204,008337
1205,000921
1206,000952
1207,003178
1208,002823
1209,002816
1210,002978
1211,000874
1212,003186
1213,003457
1214,000946
1215,000893
1216,003255
1217,003262
1218,002921
1219,002837
1220,000989
1221,003407
1222,003460
1223,000827
1224,003030
1225,008415
1226,002731
1227,008454
1228,000897
1229,002850
1230,003226
1231,008275
1232,003092
1233,002906
1234,002900
1235,008134
1236,003107
1237,008321
1238,003319
1239,000838
1240,003364
1241,008387
1242,002968
1243,000994
1244,008101
1245,002805
1246,002770
1247,003296
1248,008412
1249,000919
1250,003233
1251,008288
1252,003163
1253,003346
1254,003237
1255,003276
1256,008208
1257,008416
1258,003298
1259,002984
1260,002952
1261,003433
1262,003175
1263,003252
1264,003286
1265,002733
1266,000860
1267,003266
1268,003467
1269,003452
1270,003302
1271,000801
1272,008377
1273,002740
1274,003271
1275,000934
1276,002831
1277,002917
1278,008402
1279,000847
1280,003206
1281,002961
1282,002989
1283,003381
1284,008434
1285,008210
1286,003308
1287,001007
1288,000922
1289,002996
1290,000939
1291,000980
1292,002820
1293,008445
1294,003066
1295,003279
1296,000856
1297,000945
1298,008132
1299,003027
1300,002872
1301,008176
1302,003144
1303,003373
1304,000877
1305,008334
1306,003124
1307,003035
1308,003313
1309,008217
1310,008161
1311,000836
1312,000890
1313,003227
1314,001012
1315,003218
1316,008218
1317,000987
1318,000956
1319,003128
1320,003438
1321,008162
1322,002993
1323,003375
1324,002726
1325,008236
1326,000818
1327,002765
1328,003014
1329,003025
1330,003417
1331,003391
1332,003032
1333,008273
1334,000925
1335,003409
1336,003122
1337,000944
1338,003502
1339,003217
1340,003010
1341,008301
1342,008308
1343,003180
1344,008151
1345,003394
1346,003220
1347,008341
1348,000819
1349,000940
1350,003305
1351,008392
1352,000886
1353,008299
1354,002830
1355,003404
1356,008451
1357,003359
1358,008120
1359,003374
1360,008303
1361,002793
1362,008251
1363,003154
1364,008122
1365,002864
1366,003159
1367,008397
1368,008340
1369,003258
1370,002812
1371,008298
1372,003182
1373,002873
1374,008153
1375,003043
1376,003278
1377,003284
1378,003328
1379,000811
1380,003253
1381,001013
1382,003474
1383,008332
1384,003038
1385,003453
1386,003134
1387,000883
1388,000961
1389,000904
1390,000858
1391,003098
1392,008164
1393,003181
1394,002994
1395,003095
1396,003239
1397,002942
1398,003256
1399,008366
1400,008259
1401,008104
1402,000903
1403,008131
